index,Number_of_atom_types,Bandgap_LDA,Bandgap_HSE06,Atomization Energy,Lattice_parameter,Density,band,Formation_energy,cohesive_energy,cohesive_energy_per_atom,atomic_number_1,atomic_number_2,atomic_number_3,atomic_number_4,atomic_number_5,atomic_volume_1,atomic_volume_2,atomic_volume_3,atomic_volume_4,atomic_volume_5,covalent_radius_bragg_1,covalent_radius_bragg_2,covalent_radius_bragg_3,covalent_radius_bragg_4,covalent_radius_bragg_5,electron_affinity_1,electron_affinity_2,electron_affinity_3,electron_affinity_4,electron_affinity_5,en_pauling_1,en_pauling_2,en_pauling_3,en_pauling_4,en_pauling_5,group_id_1,group_id_2,group_id_3,group_id_4,group_id_5,ionenergies[1]_1,ionenergies[1]_2,ionenergies[1]_3,ionenergies[1]_4,ionenergies[1]_5,period_1,period_2,period_3,period_4,period_5
SnScO2F,4,2.0719,3.0614,-7.29859355,4.48279109770098,5.255724683,1.455,-20.10023,-33.302904000000005,-6.660580800000001,50.0,21.0,8.0,9.0,0.0,16.3,15.0,14.0,17.1,0.0,140.0,0.0,65.0,67.0,0.0,1.112067,0.188,1.4611135,3.4011897000000006,0.0,1.96,1.36,3.44,3.98,0.0,14.0,3.0,16.0,17.0,0.0,7.343917,6.56149,13.618054,17.42282,0.0,5.0,4.0,2.0,2.0,0.0
SnTaO2N,4,0.7772,1.5082,-8.62593499,3.71744682079898,8.85488113,1.023,-13.78945,-39.05235,-7.81047,50.0,73.0,8.0,7.0,0.0,16.3,10.9,14.0,17.3,0.0,140.0,0.0,65.0,65.0,0.0,1.112067,0.322,1.4611135,-1.4,0.0,1.96,1.5,3.44,3.04,0.0,14.0,5.0,16.0,15.0,0.0,7.343917,7.54957,13.618054,14.53413,0.0,5.0,6.0,2.0,2.0,0.0
AsNbON2,4,1.1983,2.155,-8.606850432,3.62562063179849,5.303205303,0.7390000000000001,-20.185089,-39.121122,-7.8242244,33.0,41.0,8.0,7.0,0.0,13.1,10.8,14.0,17.3,0.0,126.0,0.0,65.0,65.0,0.0,0.804,0.917406,1.4611135,-1.4,0.0,2.18,1.6,3.44,3.04,0.0,15.0,5.0,16.0,15.0,0.0,9.789,6.75885,13.618054,14.53413,0.0,4.0,5.0,2.0,2.0,0.0
SrBO2F,4,5.0241,6.8649,-7.477225776,3.82323920918449,4.203815153,3.622,62.643287,-34.140406,-6.8280812,38.0,5.0,8.0,9.0,0.0,33.7,4.6,14.0,17.1,0.0,195.0,0.0,65.0,67.0,0.0,0.048,0.279723,1.4611135,3.4011897000000006,0.0,0.95,2.04,3.44,3.98,0.0,2.0,13.0,16.0,17.0,0.0,5.6948672,8.298019,13.618054,17.42282,0.0,5.0,2.0,2.0,2.0,0.0
SrBiO2F,4,2.0602,3.0216,-6.112215566,3.78164905920226,6.592088174,1.911,-9.943532000000001,-27.840146999999998,-5.5680293999999995,38.0,83.0,8.0,9.0,0.0,33.7,21.3,14.0,17.1,0.0,195.0,148.0,65.0,67.0,0.0,0.048,0.942362,1.4611135,3.4011897000000006,0.0,0.95,1.9,3.44,3.98,0.0,2.0,15.0,16.0,17.0,0.0,5.6948672,7.285516,13.618054,17.42282,0.0,5.0,6.0,2.0,2.0,0.0
SrGaO2F,4,1.9059,3.7028,-6.446020556,3.90202228451569,5.977778931,1.248,-0.984562,-28.562100999999995,-5.712420199999999,38.0,31.0,8.0,9.0,0.0,33.7,11.8,14.0,17.1,0.0,195.0,0.0,65.0,67.0,0.0,0.048,0.43,1.4611135,3.4011897000000006,0.0,0.95,1.81,3.44,3.98,0.0,2.0,13.0,16.0,17.0,0.0,5.6948672,5.9993018,13.618054,17.42282,0.0,5.0,4.0,2.0,2.0,0.0
SrNbO2N,4,0.7204,2.1573,-8.861935802,3.46541890270146,5.726342616,2.178,-21.783265,-40.480825,-8.096165000000001,38.0,41.0,8.0,7.0,0.0,33.7,10.8,14.0,17.3,0.0,195.0,0.0,65.0,65.0,0.0,0.048,0.917406,1.4611135,-1.4,0.0,0.95,1.6,3.44,3.04,0.0,2.0,5.0,16.0,15.0,0.0,5.6948672,6.75885,13.618054,14.53413,0.0,5.0,5.0,2.0,2.0,0.0
AsGeO2N,4,2.028,3.5937,-6.86177815,3.5542102641409,5.010200588,1.69,-14.237882999999998,-30.541409,-6.1082818,33.0,32.0,8.0,7.0,0.0,13.1,13.6,14.0,17.3,0.0,126.0,0.0,65.0,65.0,0.0,0.804,1.232712,1.4611135,-1.4,0.0,2.18,2.01,3.44,3.04,0.0,15.0,14.0,16.0,15.0,0.0,9.789,7.899435,13.618054,14.53413,0.0,4.0,4.0,2.0,2.0,0.0
SrTaO2N,4,0.6952,2.074,-8.990668376,3.36015630063949,8.072603358,0.642,-20.896542999999998,-41.001141,-8.2002282,38.0,73.0,8.0,7.0,0.0,33.7,10.9,14.0,17.3,0.0,195.0,0.0,65.0,65.0,0.0,0.048,0.322,1.4611135,-1.4,0.0,0.95,1.5,3.44,3.04,0.0,2.0,5.0,16.0,15.0,0.0,5.6948672,7.54957,13.618054,14.53413,0.0,5.0,6.0,2.0,2.0,0.0
TaAlON2,4,1.347,2.5007,-9.278460944,5.38201996312201,6.098131248,1.3519999999999999,-24.834854,-42.725115,-8.545023,73.0,13.0,8.0,7.0,0.0,10.9,10.0,14.0,17.3,0.0,0.0,135.0,65.0,65.0,0.0,0.322,0.43283,1.4611135,-1.4,0.0,1.5,1.61,3.44,3.04,0.0,5.0,13.0,16.0,15.0,0.0,7.54957,5.9857684,13.618054,14.53413,0.0,6.0,3.0,2.0,2.0,0.0
TaBeO2N,4,1.0935,2.5772,-8.797665874,4.10860990496239,9.006793945,1.058,-22.348642,-39.610035,-7.922007000000001,73.0,4.0,8.0,7.0,0.0,10.9,5.0,14.0,17.3,0.0,0.0,114.99999999999999,65.0,65.0,0.0,0.322,-2.4,1.4611135,-1.4,0.0,1.5,1.57,3.44,3.04,0.0,5.0,2.0,16.0,15.0,0.0,7.54957,9.322699,13.618054,14.53413,0.0,6.0,2.0,2.0,2.0,0.0
TeBO2N,4,1.9877,2.9724,-7.1712567,4.34685378501827,5.396574158,0.65,70.126863,-31.986853000000004,-6.3973706,52.0,5.0,8.0,7.0,0.0,20.5,4.6,14.0,17.3,0.0,133.0,0.0,65.0,65.0,0.0,1.9708759999999999,0.279723,1.4611135,-1.4,0.0,2.1,2.04,3.44,3.04,0.0,16.0,13.0,16.0,15.0,0.0,9.00966,8.298019,13.618054,14.53413,0.0,5.0,2.0,2.0,2.0,0.0
TeGeON2,4,,0.5412,-6.549987306,4.56734945886376,6.657818091,0.02,-16.248498,-28.673378,-5.7346756,52.0,32.0,8.0,7.0,0.0,20.5,13.6,14.0,17.3,0.0,133.0,0.0,65.0,65.0,0.0,1.9708759999999999,1.232712,1.4611135,-1.4,0.0,2.1,2.01,3.44,3.04,0.0,16.0,14.0,16.0,15.0,0.0,9.00966,7.899435,13.618054,14.53413,0.0,5.0,4.0,2.0,2.0,0.0
TeSiON2,4,,0.5477,-7.244548992,4.17233307927353,6.035461543,0.41,-16.374845,-32.107791,-6.4215582,52.0,14.0,8.0,7.0,0.0,20.5,12.1,14.0,17.3,0.0,133.0,117.0,65.0,65.0,0.0,1.9708759999999999,1.3895211,1.4611135,-1.4,0.0,2.1,1.9,3.44,3.04,0.0,16.0,14.0,16.0,15.0,0.0,9.00966,8.151683,13.618054,14.53413,0.0,5.0,3.0,2.0,2.0,0.0
SnGaO2F,4,1.7482,3.0703,-6.150292588,4.06005465090744,6.285559572,1.8869999999999998,-0.5629852,-27.210191000000002,-5.442038200000001,50.0,31.0,8.0,9.0,0.0,16.3,11.8,14.0,17.1,0.0,140.0,0.0,65.0,67.0,0.0,1.112067,0.43,1.4611135,3.4011897000000006,0.0,1.96,1.81,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,7.343917,5.9993018,13.618054,17.42282,0.0,5.0,4.0,2.0,2.0,0.0
PbVO2N,4,,0.5227,-8.02736257,3.54194782665865,8.312394763,0.054000000000000006,-20.534844,-35.832535,-7.166507,82.0,23.0,8.0,7.0,0.0,18.3,8.35,14.0,17.3,0.0,0.0,0.0,65.0,65.0,0.0,0.35674316,0.525,1.4611135,-1.4,0.0,1.8,1.63,3.44,3.04,0.0,14.0,5.0,16.0,15.0,0.0,7.4166796,6.746187,13.618054,14.53413,0.0,6.0,4.0,2.0,2.0,0.0
RbNbO2S,4,0.9548,1.8718,-7.31182665,3.62192351251574,4.783667259,1.953,-12.385580000000001,-33.590467000000004,-6.718093400000001,37.0,41.0,8.0,16.0,0.0,55.9,10.8,14.0,15.5,0.0,225.0,0.0,65.0,102.0,0.0,0.48591999999999996,0.917406,1.4611135,2.07710403,0.0,0.82,1.6,3.44,2.58,0.0,1.0,5.0,16.0,16.0,0.0,4.177128,6.75885,13.618054,10.36001,0.0,5.0,5.0,2.0,3.0,0.0
ZrTiON2,4,0.8104,1.9036,-9.643456314,3.56865150761206,4.021347091,1.276,-25.543858,-44.787186000000005,-8.957437200000001,40.0,22.0,8.0,7.0,0.0,14.1,10.6,14.0,17.3,0.0,0.0,140.0,65.0,65.0,0.0,0.426,0.079,1.4611135,-1.4,0.0,1.33,1.54,3.44,3.04,0.0,4.0,4.0,16.0,15.0,0.0,6.6339,6.82812,13.618054,14.53413,0.0,5.0,4.0,2.0,2.0,0.0
LaAlO2S,4,2.8444,4.2098,-7.778569876,3.52881009324546,5.019890344,2.7430000000000003,-16.643936,-36.50154800000001,-7.300309600000001,57.0,13.0,8.0,16.0,0.0,22.5,10.0,14.0,15.5,0.0,0.0,135.0,65.0,102.0,0.0,0.47,0.43283,1.4611135,2.07710403,0.0,1.1,1.61,3.44,2.58,0.0,3.0,13.0,16.0,16.0,0.0,5.5769,5.9857684,13.618054,10.36001,0.0,6.0,3.0,2.0,3.0,0.0
CdHfO2S,4,1.6447,2.734,-7.086049802,5.74590084704868,7.223148936,2.005,-15.983273,-31.893741000000002,-6.3787482,48.0,72.0,8.0,16.0,0.0,13.1,13.6,14.0,15.5,0.0,160.0,0.0,65.0,102.0,0.0,0.0,0.013999999999999999,1.4611135,2.07710403,0.0,1.69,1.3,3.44,2.58,0.0,12.0,4.0,16.0,16.0,0.0,8.993822,6.82507,13.618054,10.36001,0.0,5.0,6.0,2.0,3.0,0.0
KSiO2F,4,1.5022,3.399,-6.612438014,4.66342899910833,3.61658353,0.872,-15.235947,-29.675993,-5.9351986,19.0,14.0,8.0,9.0,0.0,45.3,12.1,14.0,17.1,0.0,206.99999999999997,117.0,65.0,67.0,0.0,0.50147,1.3895211,1.4611135,3.4011897000000006,0.0,0.82,1.9,3.44,3.98,0.0,1.0,14.0,16.0,17.0,0.0,4.34066354,8.151683,13.618054,17.42282,0.0,4.0,3.0,2.0,2.0,0.0
InTeO2F,4,1.1866,1.9828,-5.235275072,3.5918995314295,6.5748843,1.411,-11.163383999999999,-22.747182,-4.549436399999999,49.0,52.0,8.0,9.0,0.0,15.7,20.5,14.0,17.1,0.0,0.0,133.0,65.0,67.0,0.0,0.3,1.9708759999999999,1.4611135,3.4011897000000006,0.0,1.78,2.1,3.44,3.98,0.0,13.0,16.0,16.0,17.0,0.0,5.7863552,9.00966,13.618054,17.42282,0.0,5.0,5.0,2.0,2.0,0.0
InReON2,4,,0.0263,-8.046128714,3.74519771156671,8.805733814,0.005,-16.693009,-35.512787,-7.1025574,49.0,75.0,8.0,7.0,0.0,15.7,8.85,14.0,17.3,0.0,0.0,0.0,65.0,65.0,0.0,0.3,0.15,1.4611135,-1.4,0.0,1.78,1.9,3.44,3.04,0.0,13.0,7.0,16.0,15.0,0.0,5.7863552,7.83352,13.618054,14.53413,0.0,5.0,6.0,2.0,2.0,0.0
BiGeO2N,4,0.6951,1.9695,-6.762181172,3.85925251116684,8.76284725,0.624,-10.346782000000001,-29.841991,-5.9683982,83.0,32.0,8.0,7.0,0.0,21.3,13.6,14.0,17.3,0.0,148.0,0.0,65.0,65.0,0.0,0.942362,1.232712,1.4611135,-1.4,0.0,1.9,2.01,3.44,3.04,0.0,15.0,14.0,16.0,15.0,0.0,7.285516,7.899435,13.618054,14.53413,0.0,6.0,4.0,2.0,2.0,0.0
HfZrON2,4,1.6385,2.8139,-10.00785949,4.57691887856497,6.222617188,2.003,-28.925458000000003,-46.550426,-9.3100852,72.0,40.0,8.0,7.0,0.0,13.6,14.1,14.0,17.3,0.0,0.0,0.0,65.0,65.0,0.0,0.013999999999999999,0.426,1.4611135,-1.4,0.0,1.3,1.33,3.44,3.04,0.0,4.0,4.0,16.0,15.0,0.0,6.82507,6.6339,13.618054,14.53413,0.0,6.0,5.0,2.0,2.0,0.0
HfTiON2,4,0.8132,1.9264,-9.815401372,4.69095574846901,5.973006805,1.3030000000000002,-24.158943,-45.320057,-9.0640114,72.0,22.0,8.0,7.0,0.0,13.6,10.6,14.0,17.3,0.0,0.0,140.0,65.0,65.0,0.0,0.013999999999999999,0.079,1.4611135,-1.4,0.0,1.3,1.54,3.44,3.04,0.0,4.0,4.0,16.0,15.0,0.0,6.82507,6.82812,13.618054,14.53413,0.0,6.0,4.0,2.0,2.0,0.0
HfSnON2,4,1.1,2.0698,-8.301077078,3.4468771576494,6.799606411,0.69,-20.432804,-38.032294,-7.6064588,72.0,50.0,8.0,7.0,0.0,13.6,16.3,14.0,17.3,0.0,0.0,140.0,65.0,65.0,0.0,0.013999999999999999,1.112067,1.4611135,-1.4,0.0,1.3,1.96,3.44,3.04,0.0,4.0,14.0,16.0,15.0,0.0,6.82507,7.343917,13.618054,14.53413,0.0,6.0,5.0,2.0,2.0,0.0
HfMgO2S,4,2.5983,3.6801,-7.76940337,3.41494673551567,6.226747403,2.6260000000000003,-21.548873,-35.311923,-7.0623846,72.0,12.0,8.0,16.0,0.0,13.6,14.0,14.0,15.5,0.0,0.0,142.0,65.0,102.0,0.0,0.013999999999999999,0.0,1.4611135,2.07710403,0.0,1.3,1.31,3.44,2.58,0.0,4.0,2.0,16.0,16.0,0.0,6.82507,7.646235,13.618054,10.36001,0.0,6.0,3.0,2.0,3.0,0.0
PbTaO2N,4,1.3199,2.0872,-8.62144332,5.38107325418261,11.04914672,1.395,-21.568920000000002,-38.995375,-7.799075,82.0,73.0,8.0,7.0,0.0,18.3,10.9,14.0,17.3,0.0,0.0,0.0,65.0,65.0,0.0,0.35674316,0.322,1.4611135,-1.4,0.0,1.8,1.5,3.44,3.04,0.0,14.0,5.0,16.0,15.0,0.0,7.4166796,7.54957,13.618054,14.53413,0.0,6.0,6.0,2.0,2.0,0.0
CaSnO2S,4,0.7975,1.9259,-6.402446922,4.15249690555958,4.525531735,0.516,-13.643320999999998,-28.800787,-5.7601574,20.0,50.0,8.0,16.0,0.0,29.9,16.3,14.0,15.5,0.0,170.0,140.0,65.0,102.0,0.0,0.02455,1.112067,1.4611135,2.07710403,0.0,1.0,1.96,3.44,2.58,0.0,2.0,14.0,16.0,16.0,0.0,6.1131552,7.343917,13.618054,10.36001,0.0,4.0,5.0,2.0,3.0,0.0
BeHfO2S,4,2.8158,4.0106,-8.115872734,5.02271675571033,7.067304689,2.972,-20.239418,-36.717079000000005,-7.343415800000001,4.0,72.0,8.0,16.0,0.0,5.0,13.6,14.0,15.5,0.0,114.99999999999999,0.0,65.0,102.0,0.0,-2.4,0.013999999999999999,1.4611135,2.07710403,0.0,1.57,1.3,3.44,2.58,0.0,2.0,4.0,16.0,16.0,0.0,9.322699,6.82507,13.618054,10.36001,0.0,2.0,6.0,2.0,3.0,0.0
HfAlO2N,4,2.4523,3.7278,-8.958221666,3.68817019748939,8.131131729,2.498,-21.674298,-40.556406,-8.1112812,72.0,13.0,8.0,7.0,0.0,13.6,10.0,14.0,17.3,0.0,0.0,135.0,65.0,65.0,0.0,0.013999999999999999,0.43283,1.4611135,-1.4,0.0,1.3,1.61,3.44,3.04,0.0,4.0,13.0,16.0,15.0,0.0,6.82507,5.9857684,13.618054,14.53413,0.0,6.0,3.0,2.0,2.0,0.0
BiAlO2S,4,1.9214,2.8489,-6.59502559,3.73768154900934,6.782769007,2.2159999999999997,-18.346711,-29.556292,-5.9112583999999995,83.0,13.0,8.0,16.0,0.0,21.3,10.0,14.0,15.5,0.0,148.0,135.0,65.0,102.0,0.0,0.942362,0.43283,1.4611135,2.07710403,0.0,1.9,1.61,3.44,2.58,0.0,15.0,13.0,16.0,16.0,0.0,7.285516,5.9857684,13.618054,10.36001,0.0,6.0,3.0,2.0,3.0,0.0
GeSiO2S,4,,0.7892,-6.688100326,3.76694187363566,4.421813901,0.358,-12.452338000000001,-29.742668000000002,-5.9485336,32.0,14.0,8.0,16.0,0.0,13.6,12.1,14.0,15.5,0.0,0.0,117.0,65.0,102.0,0.0,1.232712,1.3895211,1.4611135,2.07710403,0.0,2.01,1.9,3.44,2.58,0.0,14.0,14.0,16.0,16.0,0.0,7.899435,8.151683,13.618054,10.36001,0.0,4.0,3.0,2.0,3.0,0.0
BiBO2S,4,1.5397,2.4385,-6.809391696,3.4034542628264,6.500920532,1.598,78.282591,-30.617724000000003,-6.1235448,83.0,5.0,8.0,16.0,0.0,21.3,4.6,14.0,15.5,0.0,148.0,0.0,65.0,102.0,0.0,0.942362,0.279723,1.4611135,2.07710403,0.0,1.9,2.04,3.44,2.58,0.0,15.0,13.0,16.0,16.0,0.0,7.285516,8.298019,13.618054,10.36001,0.0,6.0,2.0,2.0,3.0,0.0
GeInO2F,4,2.4105,3.7314,-5.910912214,4.02109088789817,5.32790715,2.088,-16.1549,-26.277958,-5.255591600000001,32.0,49.0,8.0,9.0,0.0,13.6,15.7,14.0,17.1,0.0,0.0,0.0,65.0,67.0,0.0,1.232712,0.3,1.4611135,3.4011897000000006,0.0,2.01,1.78,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,7.899435,5.7863552,13.618054,17.42282,0.0,4.0,5.0,2.0,2.0,0.0
GeGaO2F,4,2.2247,3.3884,-6.18941522,3.93003652257801,5.327842515,2.484,-0.9215643,-27.425657,-5.4851314,32.0,31.0,8.0,9.0,0.0,13.6,11.8,14.0,17.1,0.0,0.0,0.0,65.0,67.0,0.0,1.232712,0.43,1.4611135,3.4011897000000006,0.0,2.01,1.81,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,7.899435,5.9993018,13.618054,17.42282,0.0,4.0,4.0,2.0,2.0,0.0
GeBO2F,4,2.8209,4.0012,-7.075876974,3.40192853734661,3.902442279,1.315,68.175692,-32.036511000000004,-6.407302200000001,32.0,5.0,8.0,9.0,0.0,13.6,4.6,14.0,17.1,0.0,0.0,0.0,65.0,67.0,0.0,1.232712,0.279723,1.4611135,3.4011897000000006,0.0,2.01,2.04,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,7.899435,8.298019,13.618054,17.42282,0.0,4.0,2.0,2.0,2.0,0.0
GeAlO2F,4,2.5914,3.8167,-6.92616728,3.74073332279651,4.487024197,2.781,-15.274323,-31.212747,-6.2425494,32.0,13.0,8.0,9.0,0.0,13.6,10.0,14.0,17.1,0.0,0.0,135.0,65.0,67.0,0.0,1.232712,0.43283,1.4611135,3.4011897000000006,0.0,2.01,1.61,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,7.899435,5.9857684,13.618054,17.42282,0.0,4.0,3.0,2.0,2.0,0.0
GaTaO2S,4,,0.0751,-7.607418508,4.08729276209368,7.000932715,0.05,-0.8912370000000001,-34.380452,-6.8760904,31.0,73.0,8.0,16.0,0.0,11.8,10.9,14.0,15.5,0.0,0.0,0.0,65.0,102.0,0.0,0.43,0.322,1.4611135,2.07710403,0.0,1.81,1.5,3.44,2.58,0.0,13.0,5.0,16.0,16.0,0.0,5.9993018,7.54957,13.618054,10.36001,0.0,4.0,6.0,2.0,3.0,0.0
GaHfO2F,4,2.4007,3.4794,-7.68059059,3.44876149125466,7.50831776,1.946,-0.67845,-34.764068,-6.952813600000001,31.0,72.0,8.0,9.0,0.0,11.8,13.6,14.0,17.1,0.0,0.0,0.0,65.0,67.0,0.0,0.43,0.013999999999999999,1.4611135,3.4011897000000006,0.0,1.81,1.3,3.44,3.98,0.0,13.0,4.0,16.0,17.0,0.0,5.9993018,6.82507,13.618054,17.42282,0.0,4.0,6.0,2.0,2.0,0.0
BiBeO2F,4,2.8027,4.0091,-6.494421688,4.47369755139476,7.841719897,0.475,-9.32902,-29.086547,-5.8173094,83.0,4.0,8.0,9.0,0.0,21.3,5.0,14.0,17.1,0.0,148.0,114.99999999999999,65.0,67.0,0.0,0.942362,-2.4,1.4611135,3.4011897000000006,0.0,1.9,1.57,3.44,3.98,0.0,15.0,2.0,16.0,17.0,0.0,7.285516,9.322699,13.618054,17.42282,0.0,6.0,2.0,2.0,2.0,0.0
BiGaO2S,4,1.1148,2.2051,-6.021121966,4.11751676021267,7.340171699,1.2819999999999998,-14.473242,-26.565527000000003,-5.3131054,83.0,31.0,8.0,16.0,0.0,21.3,11.8,14.0,15.5,0.0,148.0,0.0,65.0,102.0,0.0,0.942362,0.43,1.4611135,2.07710403,0.0,1.9,1.81,3.44,2.58,0.0,15.0,13.0,16.0,16.0,0.0,7.285516,5.9993018,13.618054,10.36001,0.0,6.0,4.0,2.0,3.0,0.0
BiHfO2N,4,2.1537,2.9734,-8.325681506,4.72117848471183,10.14067321,2.135,-17.609344,-37.664243,-7.5328485999999995,83.0,72.0,8.0,7.0,0.0,21.3,13.6,14.0,17.3,0.0,148.0,0.0,65.0,65.0,0.0,0.942362,0.013999999999999999,1.4611135,-1.4,0.0,1.9,1.3,3.44,3.04,0.0,15.0,4.0,16.0,15.0,0.0,7.285516,6.82507,13.618054,14.53413,0.0,6.0,6.0,2.0,2.0,0.0
LaBO2S,4,2.6936,3.9394,-8.04736104,3.84629936758537,4.561203776,2.9930000000000003,75.55121899999999,-37.89390100000001,-7.5787802000000015,57.0,5.0,8.0,16.0,0.0,22.5,4.6,14.0,15.5,0.0,0.0,0.0,65.0,102.0,0.0,0.47,0.279723,1.4611135,2.07710403,0.0,1.1,2.04,3.44,2.58,0.0,3.0,13.0,16.0,16.0,0.0,5.5769,8.298019,13.618054,10.36001,0.0,6.0,2.0,2.0,3.0,0.0
KSnO2F,4,0.1151,1.7414,-5.758499266,3.94853266507576,5.202612286,0.054000000000000006,-8.563889999999999,-25.63848,-5.127696,19.0,50.0,8.0,9.0,0.0,45.3,16.3,14.0,17.1,0.0,206.99999999999997,140.0,65.0,67.0,0.0,0.50147,1.112067,1.4611135,3.4011897000000006,0.0,0.82,1.96,3.44,3.98,0.0,1.0,14.0,16.0,17.0,0.0,4.34066354,7.343917,13.618054,17.42282,0.0,4.0,5.0,2.0,2.0,0.0
NaTeO2F,4,2.204,3.2092,-5.226172326,3.84433205364546,4.448306662,2.208,-14.573732000000001,-23.343832,-4.6687664,11.0,52.0,8.0,9.0,0.0,23.7,20.5,14.0,17.1,0.0,177.0,133.0,65.0,67.0,0.0,0.547926,1.9708759999999999,1.4611135,3.4011897000000006,0.0,0.93,2.1,3.44,3.98,0.0,1.0,16.0,16.0,17.0,0.0,5.1390767,9.00966,13.618054,17.42282,0.0,3.0,5.0,2.0,2.0,0.0
BiTaON2,4,0.9912,1.8023,-8.641080574,3.81840063533613,10.70347778,0.027999999999999997,-20.784923000000003,-39.168192,-7.8336384,83.0,73.0,8.0,7.0,0.0,21.3,10.9,14.0,17.3,0.0,148.0,0.0,65.0,65.0,0.0,0.942362,0.322,1.4611135,-1.4,0.0,1.9,1.5,3.44,3.04,0.0,15.0,5.0,16.0,15.0,0.0,7.285516,7.54957,13.618054,14.53413,0.0,6.0,6.0,2.0,2.0,0.0
PbLaO2F,4,1.8514,2.8776,-7.145831862,3.67798004694582,7.339642384,2.106,-18.765345,-33.67108699999999,-6.734217399999999,82.0,57.0,8.0,9.0,0.0,18.3,22.5,14.0,17.1,0.0,0.0,0.0,65.0,67.0,0.0,0.35674316,0.47,1.4611135,3.4011897000000006,0.0,1.8,1.1,3.44,3.98,0.0,14.0,3.0,16.0,17.0,0.0,7.4166796,5.5769,13.618054,17.42282,0.0,6.0,6.0,2.0,2.0,0.0
PbInO2F,4,2.4768,3.5886,-5.855822644,3.96205362882559,8.241452849,1.075,-12.54298,-25.922926999999998,-5.1845854,82.0,49.0,8.0,9.0,0.0,18.3,15.7,14.0,17.1,0.0,0.0,0.0,65.0,67.0,0.0,0.35674316,0.3,1.4611135,3.4011897000000006,0.0,1.8,1.78,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,7.4166796,5.7863552,13.618054,17.42282,0.0,6.0,5.0,2.0,2.0,0.0
BiTiO2N,4,1.3485,2.3226,-7.965008006,3.86986778004241,7.83062522,1.588,-19.34786,-35.937298,-7.1874595999999995,83.0,22.0,8.0,7.0,0.0,21.3,10.6,14.0,17.3,0.0,148.0,140.0,65.0,65.0,0.0,0.942362,0.079,1.4611135,-1.4,0.0,1.9,1.54,3.44,3.04,0.0,15.0,4.0,16.0,15.0,0.0,7.285516,6.82812,13.618054,14.53413,0.0,6.0,4.0,2.0,2.0,0.0
